City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,wailua homesteads,22.0669,-159.378,20.91,81,20,3.6,US,1707887472
1,diu,20.7141,70.9822,26.82,21,2,4.42,IN,1707887473
2,marka,1.7159,44.7717,27.03,80,32,6.26,SO,1707887474
3,muroto-misakicho,33.2833,134.15,15.89,68,100,1.6,JP,1707887476
4,la paz,-16.5,-68.15,9.21,83,99,1.34,BO,1707887477
5,puerto leguizamo,-0.1934,-74.7819,22.91,98,96,1.98,CO,1707887478
6,port-aux-francais,-49.35,70.2167,8.26,92,100,10.2,TF,1707887478
7,grytviken,-54.2811,-36.5092,5.72,89,100,5.16,GS,1707887479
8,taunsa,30.7048,70.6505,21.17,15,0,0.33,PK,1707887303
9,whitehorse,60.7161,-135.0538,-16.0,95,42,1.55,CA,1707887481
10,ushuaia,-54.8,-68.3,8.81,66,75,6.17,AR,1707887305
11,iqaluit,63.7506,-68.5145,-25.13,96,68,2.26,CA,1707887319
12,blackmans bay,-43.0167,147.3167,18.16,37,14,1.79,AU,1707887486
13,mili,6.0815,171.735,27.57,75,100,7.53,MH,1707887487
14,satkania,22.0796,92.0572,30.42,17,98,3.33,BD,1707887488
15,bethel,41.3712,-73.414,-1.66,75,19,3.54,US,1707887489
16,atar,20.5169,-13.0499,23.28,25,38,0.26,MR,1707887490
17,kingscliff,-28.2667,153.5667,29.15,65,10,5.14,AU,1707887491
18,zheshart,62.0731,49.5733,-37.29,99,15,1.14,RU,1707887492
19,bonthe,7.5264,-12.505,25.77,90,53,1.8,SL,1707887493
20,bilibino,68.0546,166.4372,-31.7,99,100,0.84,RU,1707887494
21,olonkinbyen,70.9221,-8.7187,-4.93,89,100,11.1,SJ,1707887495
22,port macquarie,-31.4333,152.9167,31.05,60,5,4.45,AU,1707887332
23,longyearbyen,78.2186,15.6401,-2.09,69,40,11.32,SJ,1707887497
24,carnarvon,-24.8667,113.6333,33.26,44,0,5.07,AU,1707887498
25,revda,56.801,59.9303,-26.37,96,13,1.96,RU,1707887499
26,lebu,-37.6167,-73.65,13.19,91,7,3.18,CL,1707887501
27,isangel,-19.55,169.2667,28.1,85,26,8.71,VU,1707887504
28,itanhem,-17.1664,-40.33,21.86,92,26,1.76,BR,1707887505
29,okhotsk,59.3833,143.3,-22.07,86,30,2.03,RU,1707887506
30,mermoz boabab,14.7065,-17.4758,21.31,85,9,6.46,SN,1707887507
31,puerto natales,-51.7236,-72.4875,10.13,99,100,0.44,CL,1707887508
32,adamstown,-25.066,-130.1015,25.07,85,100,6.87,PN,1707887509
33,sola,-13.8833,167.55,28.35,76,23,7.24,VU,1707887510
34,awjilah,29.1081,21.2869,10.9,96,41,4.07,LY,1707887511
35,emerald,-23.5333,148.1667,30.19,67,99,3.99,AU,1707887406
36,ribeira grande,38.5167,-28.7,14.87,80,10,4.92,PT,1707887513
37,edinburgh of the seven seas,-37.0676,-12.3116,17.84,83,72,3.79,SH,1707887516
38,stanley,54.868,-1.6985,4.54,96,100,1.43,GB,1707887301
39,hermanus,-34.4187,19.2345,17.67,82,87,2.02,ZA,1707887518
40,lysekil,58.2743,11.4358,2.2,94,60,5.2,SE,1707887519
41,anna regina,7.2644,-58.5077,24.92,88,58,2.77,GY,1707887520
42,at taraf,25.3628,49.725,16.3,73,0,2.61,SA,1707887521
43,korostyshiv,50.3172,29.0563,5.67,93,100,5.92,UA,1707887522
44,outjo,-20.1167,16.15,24.72,52,98,0.19,NA,1707887523
45,taoudenni,22.6783,-3.9836,22.9,23,55,5.62,ML,1707887524
46,waitangi,-43.9535,-176.5597,17.12,76,1,5.18,NZ,1707887525
47,kirakira,-10.4544,161.9205,29.63,71,94,3.44,SB,1707887526
48,uturoa,-16.7333,-151.4333,25.74,89,100,10.26,PF,1707887527
49,ocean shores,46.9737,-124.1563,5.94,87,0,4.12,US,1707887528
50,ola,59.5833,151.2833,-19.37,80,100,1.34,RU,1707887529
51,chonchi,-42.6128,-73.8092,10.62,52,0,1.0,CL,1707887530
52,plonsk,52.6235,20.3755,1.42,89,77,2.39,PL,1707887531
53,papatowai,-46.5619,169.4708,21.38,48,0,1.18,NZ,1707887532
54,san patricio,28.017,-97.5169,12.5,62,51,3.21,US,1707887533
55,northam,51.0333,-4.2167,12.09,98,100,7.2,GB,1707887534
56,mangai,-4.05,19.5333,21.83,99,100,0.16,CD,1707887535
57,tapes,-30.6733,-51.3958,20.82,71,100,4.41,BR,1707887536
58,ambodifotatra,-16.9833,49.85,26.3,86,100,4.03,MG,1707887537
59,margaret river,-33.95,115.0667,26.06,45,83,3.47,AU,1707887538
60,maragogi,-9.0122,-35.2225,25.49,86,70,1.55,BR,1707887539
61,thompson,55.7435,-97.8558,-5.91,93,100,1.03,CA,1707887540
62,isafjordur,66.0755,-23.124,-2.88,83,78,6.77,IS,1707887541
63,college,64.8569,-147.8028,-0.82,65,75,4.63,US,1707887502
64,port alfred,-33.5906,26.891,20.66,95,100,0.89,ZA,1707887543
65,vilyuysk,63.7553,121.6247,-33.33,92,79,2.68,RU,1707887544
66,mormugao,15.4,73.8,27.59,61,40,2.06,IN,1707887545
67,hawaiian paradise park,19.5933,-154.9731,20.23,91,75,1.54,US,1707887546
68,buka,40.8108,69.1986,12.83,34,39,0.27,UZ,1707887548
69,inarajan village,13.2736,144.7484,28.41,77,42,8.81,GU,1707887549
70,karratha,-20.7377,116.8463,31.81,58,49,5.76,AU,1707887550
71,weno,7.4515,151.8468,27.59,74,91,9.48,FM,1707887551
72,mumbwa,-14.9783,27.0619,18.06,89,16,1.03,ZM,1707887552
73,luderitz,-26.6481,15.1594,17.65,68,55,7.09,NA,1707887553
74,albany,42.6001,-73.9662,0.04,67,60,4.02,US,1707887551
75,tiksi,71.6872,128.8694,-23.1,97,100,2.21,RU,1707887555
76,madimba,-10.4,40.3333,25.07,93,100,2.04,TZ,1707887556
77,kingston,17.997,-76.7936,23.6,96,41,0.96,JM,1707887557
78,faro,37.0194,-7.9322,17.85,82,0,5.14,PT,1707887558
79,la passe,45.5549,-0.8967,10.13,87,41,3.23,FR,1707887559
80,puerto ayora,-0.7393,-90.3518,27.53,96,100,1.79,EC,1707887560
81,georgetown,5.4112,100.3354,32.96,55,20,2.06,MY,1707887561
82,tralee,52.2704,-9.7026,10.38,98,100,2.62,IE,1707887562
83,tulum,20.2167,-87.4667,19.5,83,5,2.59,MX,1707887563
84,punta arenas,-53.15,-70.9167,11.06,76,100,3.6,CL,1707887564
85,labuan bajo,-8.4964,119.8877,28.76,79,42,2.57,ID,1707887565
86,taroudant,30.4703,-8.877,22.72,24,87,6.19,MA,1707887567
87,guerrero negro,27.9769,-114.0611,14.82,67,50,5.32,MX,1707887568
88,avarua,-21.2078,-159.775,28.03,74,20,4.63,CK,1707887568
89,timimoun,29.2639,0.231,18.18,45,7,3.41,DZ,1707887570
90,lihue,21.9789,-159.3672,21.69,80,20,3.6,US,1707887335
91,constantia,44.1833,28.65,6.38,83,100,5.85,RO,1707887572
92,iquique,-20.2208,-70.1431,22.85,79,96,1.87,CL,1707887573
93,ilulissat,69.2167,-51.1,-24.99,58,5,1.03,GL,1707887574
94,alofi,-19.0595,-169.9187,27.21,76,100,10.0,NU,1707887575
95,baracoa,20.3467,-74.4958,23.36,88,17,0.7,CU,1707887576
96,yuzhno-kurilsk,44.0306,145.8556,1.88,84,49,7.47,RU,1707887577
97,moose jaw,50.4001,-105.5344,-9.28,92,96,5.41,CA,1707887444
98,afif,23.9065,42.9172,15.67,46,0,6.13,SA,1707887579
99,tambopata,-12.7333,-69.1833,22.55,100,100,0.29,PE,1707887580
100,kavieng,-2.5744,150.7967,28.76,76,63,4.37,PG,1707887581
101,arraial do cabo,-22.9661,-42.0278,25.12,88,95,4.12,BR,1707887582
102,mount gambier,-37.8333,140.7667,19.37,35,24,4.39,AU,1707887583
103,soc trang,9.6033,105.98,32.92,44,29,8.35,VN,1707887584
104,kabalo,-6.05,26.9167,21.77,99,100,0.78,CD,1707887585
105,st. john's,47.5649,-52.7093,-1.06,91,100,6.17,CA,1707887357
106,sitka,57.0531,-135.33,1.94,75,0,2.06,US,1707887587
107,kolyshley,52.7005,44.5367,-11.99,86,100,5.38,RU,1707887588
108,marica,-22.9194,-42.8186,29.95,83,89,2.54,BR,1707887589
109,borogontsy,62.6683,131.1683,-26.07,89,100,2.5,RU,1707887591
110,jamestown,42.097,-79.2353,-2.7,67,100,7.72,US,1707887305
111,vorgashor,67.5833,63.95,-30.12,98,6,2.63,RU,1707887593
112,rongelap,11.1635,166.8941,26.45,72,82,7.76,MH,1707887594
113,dryden,49.7833,-92.7503,-6.18,80,100,3.6,CA,1707887595
114,tazovsky,67.4667,78.7,-35.34,93,21,2.75,RU,1707887596
115,kununurra,-15.7667,128.7333,33.99,55,53,3.09,AU,1707887597
116,kiunga,-6.1219,141.2906,25.09,97,100,0.97,PG,1707887599
117,mejit,10.2753,170.8646,26.45,75,86,8.25,MH,1707887600
118,jijel,36.8205,5.7667,13.07,77,1,1.8,DZ,1707887601
119,poronaysk,49.2167,143.1167,-8.23,83,91,4.8,RU,1707887602
120,rundu,-17.9333,19.7667,20.0,53,12,2.39,NA,1707887603
121,petawawa,45.9001,-77.3328,-10.68,69,89,2.24,CA,1707887604
122,presque isle,46.6811,-68.0159,-8.99,65,20,4.12,US,1707887605
123,ta`u,-14.2336,-169.5144,26.6,92,100,7.61,AS,1707887606
124,nizhnekamsk,55.6366,51.8245,-18.56,84,40,2.0,RU,1707887607
125,yellowknife,62.456,-114.3525,-18.71,84,40,3.6,CA,1707887436
126,polyarnyy,69.1989,33.4478,-18.57,94,97,7.92,RU,1707887609
127,robertsport,6.7533,-11.3686,27.27,88,27,2.77,LR,1707887610
128,talnakh,69.4865,88.3972,-31.13,90,39,1.41,RU,1707887611
129,auki,-8.7676,160.7034,28.16,78,44,4.39,SB,1707887613
130,mabaruma,8.2,-59.7833,22.41,99,81,0.9,GY,1707887614
131,kimbe,-5.5502,150.1429,26.59,90,86,2.73,PG,1707887615
132,kailua-kona,19.6406,-155.9956,23.31,83,40,2.57,US,1707887388
133,invercargill,-46.4,168.35,23.9,43,6,6.26,NZ,1707887617
134,tianpeng,30.9866,103.9393,16.3,48,92,2.46,CN,1707887618
135,holualoa,19.6228,-155.9522,21.27,83,40,2.57,US,1707887619
136,nadi,-17.8,177.4167,28.0,89,75,4.12,FJ,1707887339
137,bredasdorp,-34.5322,20.0403,18.2,84,73,2.02,ZA,1707887507
138,haiku-pauwela,20.9219,-156.3051,20.54,84,20,1.54,US,1707887622
139,linxia chengguanzhen,35.6003,103.2064,1.84,42,70,2.3,CN,1707887623
140,anadyr,64.75,177.4833,-25.56,75,40,6.0,RU,1707887625
141,itoman,26.1247,127.6694,24.06,64,75,10.29,JP,1707887626
142,east london,-33.0153,27.9116,21.52,78,0,4.12,ZA,1707887627
143,puerto baquerizo moreno,-0.9,-89.6,26.64,85,99,5.3,EC,1707887628
144,howrah,22.5892,88.3103,24.0,69,40,1.54,IN,1707887629
145,sorong,-0.8833,131.25,29.07,71,90,7.8,ID,1707887631
146,makakilo city,21.3469,-158.0858,22.91,75,0,2.57,US,1707887631
147,dehui,44.5333,125.7,-3.6,66,100,5.14,CN,1707887632
148,port mathurin,-19.6833,63.4167,27.43,80,93,8.42,MU,1707887633
149,hithadhoo,-0.6,73.0833,27.66,80,98,5.11,MV,1707887635
150,kachug,53.9606,105.8817,-14.97,88,100,1.34,RU,1707887636
151,remire-montjoly,4.9167,-52.2667,27.02,83,75,2.57,GF,1707887638
152,tegueste,28.5167,-16.3167,17.04,78,40,5.81,ES,1707887639
153,hobyo,5.3505,48.5268,27.28,77,47,7.61,SO,1707887640
154,kone,-21.0595,164.8658,29.42,70,66,3.33,NC,1707887641
155,ixtapa,20.7,-105.2,22.57,88,40,0.0,MX,1707887642
156,touros,-5.1989,-35.4608,26.6,78,98,2.55,BR,1707887643
157,new norfolk,-42.7826,147.0587,18.75,27,2,4.47,AU,1707887644
158,paciran,-6.8767,112.3761,29.67,73,43,2.65,ID,1707887645
159,bel ombre,-4.6167,55.4167,28.91,79,40,3.09,SC,1707887646
160,myrina,39.8797,25.0742,9.58,87,40,0.0,GR,1707887647
161,shimoda,34.6667,138.95,18.39,58,20,8.67,JP,1707887648
162,saudarkrokur,65.7461,-19.6394,-9.02,86,69,6.25,IS,1707887649
163,vernon,50.2581,-119.2691,-2.13,76,65,3.09,CA,1707887650
164,canutama,-6.5339,-64.3831,23.13,99,100,1.06,BR,1707887651
165,carbonear,47.7332,-53.2148,-0.83,89,100,5.2,CA,1707887652
166,tofol,5.3248,163.0078,27.88,89,100,2.57,FM,1707887653
167,brookings,44.3114,-96.7984,1.48,85,100,2.57,US,1707887637
168,manokwari,-0.8667,134.0833,28.58,68,80,3.78,ID,1707887655
169,roma,43.2128,-75.4557,-3.03,81,100,9.26,US,1707887656
170,xining,36.6167,101.7667,0.66,47,54,1.71,CN,1707887657
171,casas grandes,30.3667,-107.95,8.73,32,0,2.48,MX,1707887658
172,pemba,-12.974,40.5178,26.39,94,75,3.09,MZ,1707887659
173,dudinka,69.4058,86.1778,-37.4,99,30,1.79,RU,1707887660
174,taroa,8.7058,171.2275,27.18,73,94,8.07,MH,1707887661
175,kyzyl-suu,42.3414,78.0056,1.19,52,100,0.17,KG,1707887662
176,ishigaki,24.3448,124.1572,22.12,66,2,2.93,JP,1707887663
177,ylitornio,66.3089,23.6773,-14.37,95,99,4.21,FI,1707887664
178,magadan,59.5667,150.8,-19.71,82,100,0.59,RU,1707887665
179,padang,-0.9492,100.3543,33.03,69,17,2.57,ID,1707887667
180,namibe,-15.1961,12.1522,27.04,79,100,1.39,AO,1707887667
181,murzuq,25.9155,13.9184,11.26,56,0,4.14,LY,1707887668
182,smithers,54.7804,-127.1743,-4.82,94,10,0.24,CA,1707887401
183,codrington,-38.2667,141.9667,17.46,42,23,5.32,AU,1707887671
184,alta,69.9689,23.2717,-13.41,66,0,9.26,NO,1707887673
185,san antonio de pale,-1.4014,5.6325,28.75,76,100,2.59,GQ,1707887674
186,port blair,11.6667,92.75,28.85,62,13,6.74,IN,1707887675
187,lompoc,34.6391,-120.4579,10.45,86,75,4.47,US,1707887469
188,kuta,-8.7233,115.1723,30.56,70,40,2.24,ID,1707887677
189,aban,56.67,96.06,-10.89,92,100,3.84,RU,1707887678
190,angaur state,6.906,134.13,27.31,75,85,8.7,PW,1707887679
191,puerto armuelles,8.2833,-82.8667,25.61,75,66,0.45,PA,1707887680
192,lauenburg,53.372,10.5565,4.6,99,100,4.03,DE,1707887681
193,fale old settlement,-9.3852,-171.2468,28.09,83,100,9.57,TK,1707887682
194,ambon,-3.6954,128.1814,34.08,55,40,5.14,ID,1707887683
195,sona,45.4388,10.8255,3.16,87,0,1.03,IT,1707887684
196,opuwo,-18.0607,13.84,23.54,59,77,0.88,NA,1707887685
197,nemuro,43.3236,145.575,2.91,83,20,2.73,JP,1707887686
198,usogorsk,63.4106,48.6872,-38.52,100,22,1.22,RU,1707887687
199,praia da vitoria,38.7333,-27.0667,15.42,80,40,7.8,PT,1707887688
200,batticaloa,7.7102,81.6924,27.77,77,95,6.81,LK,1707887689
201,kulhudhuffushi,6.6221,73.07,27.77,73,43,5.25,MV,1707887690
202,pauini,-7.7136,-66.9764,22.8,99,100,0.94,BR,1707887691
203,sacramento,38.4666,-121.3177,9.16,84,20,3.09,US,1707887524
204,kyzyl,51.7,94.45,-18.32,86,98,0.45,RU,1707887694
205,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-9.69,89,100,4.1,RU,1707887696
206,gadzhiyevo,69.2551,33.3362,-19.65,96,98,7.28,RU,1707887696
207,kodiak,57.79,-152.4072,3.73,93,100,8.75,US,1707887697
208,kaiapoi,-43.3783,172.6401,28.76,23,0,9.26,NZ,1707887406
209,whakatane,-37.9585,176.9854,23.74,77,5,2.24,NZ,1707887701
210,necochea,-38.5473,-58.7368,12.41,70,2,3.42,AR,1707887702
211,alice springs,-23.7,133.8833,39.56,15,40,9.26,AU,1707887703
212,jean-rabel,19.8533,-73.1917,23.61,82,3,3.52,HT,1707887704
213,selkirk,50.1436,-96.8845,-2.11,88,100,2.68,CA,1707887654
214,chhapar,27.8167,74.4,20.01,17,2,2.17,IN,1707887706
215,iskateley,67.6803,53.1512,-32.77,100,7,2.24,RU,1707887707
216,kilindoni,-7.9139,39.6668,28.08,78,85,5.61,TZ,1707887708
217,hamilton,39.1834,-84.5333,5.46,62,100,2.57,US,1707887211
218,rodino,52.5,80.25,-7.14,92,100,12.76,RU,1707887710
219,susuman,62.7833,148.1667,-35.57,97,96,0.45,RU,1707887711
220,ouesso,1.6136,16.0517,21.57,89,96,1.1,CG,1707887712
221,west island,-12.1568,96.8225,29.99,74,75,5.66,CC,1707887713
222,port moresby,-9.4431,147.1797,29.18,72,95,5.45,PG,1707887525
223,sabang,5.8933,95.3214,27.85,80,19,10.16,ID,1707887715
224,vorkuta,67.5,64.0,-31.77,99,6,1.79,RU,1707887716
225,fortuna,40.5982,-124.1573,10.95,90,100,1.34,US,1707887717
226,kholmsk,47.0511,142.0569,-4.59,82,100,6.22,RU,1707887718
227,mount isa,-20.7333,139.5,31.87,58,98,4.63,AU,1707887719
228,labrador city,52.9463,-66.9114,-10.46,93,100,6.26,CA,1707887485
229,saipan,15.1355,145.701,24.39,94,75,9.26,MP,1707887722
230,vettaikkaranpudur,10.5667,76.9333,29.4,54,19,4.86,IN,1707887723
231,keflavik,64.0049,-22.5624,-3.76,80,40,3.09,IS,1707887724
232,byron bay,-28.65,153.6167,31.51,64,11,4.71,AU,1707887726
233,arkhangel'sk,64.5401,40.5433,-33.89,67,0,3.0,RU,1707887727
234,enewetak,11.3474,162.3373,26.11,79,96,8.18,MH,1707887728
235,saryaghash,41.45,69.1667,13.96,34,32,2.53,KZ,1707887729
236,al-hamdaniya,36.2715,43.3737,13.94,60,100,4.96,IQ,1707887730
237,guarapari,-20.6667,-40.4975,24.94,86,84,3.52,BR,1707887731
238,rawai,7.7797,98.3253,32.06,72,10,5.49,TH,1707887732
239,oyama,36.3,139.8,18.15,21,18,1.39,JP,1707887733
240,brigantine,39.4101,-74.3646,2.96,68,75,4.12,US,1707887734
241,palembang,-2.9167,104.7458,28.05,83,75,3.6,ID,1707887736
242,mongoumba,3.6415,18.5936,22.35,67,100,1.17,CF,1707887486
243,sao joao do piaui,-8.3581,-42.2467,23.12,86,95,1.42,BR,1707887738
244,konstantinovsk,47.5828,41.0922,3.3,95,100,3.85,RU,1707887739
245,talara,-4.5772,-81.2719,26.44,79,76,4.75,PE,1707887740
246,mumford,5.2618,-0.759,27.04,93,1,2.77,GH,1707887742
247,salta,-24.7859,-65.4117,16.99,89,75,2.06,AR,1707887743
248,padre bernardo,-15.35,-48.5,20.22,83,82,1.32,BR,1707887744
249,badger,64.8,-147.5333,0.92,61,75,4.63,US,1707887745
250,thinadhoo,0.5333,72.9333,27.82,82,97,6.75,MV,1707887746
251,cheat lake,39.672,-79.8534,2.18,69,100,3.09,US,1707887747
252,chauk,20.8833,94.8167,29.46,26,40,3.83,MM,1707887748
253,sao jose de ribamar,-2.5619,-44.0542,26.21,88,100,3.45,BR,1707887749
254,timbiqui,2.7717,-77.6654,24.63,94,52,1.5,CO,1707887725
255,kerema,-7.9631,145.7785,28.32,79,98,2.64,PG,1707887751
256,greymouth,-42.4667,171.2,16.99,71,68,2.95,NZ,1707887752
257,coquimbo,-29.9533,-71.3436,18.07,83,13,1.36,CL,1707887753
258,ancud,-41.8697,-73.8203,12.1,79,0,0.43,CL,1707887754
259,abadan,30.3392,48.3043,17.97,68,0,2.06,IR,1707887755
260,puerto colombia,10.9878,-74.9547,27.05,82,96,8.87,CO,1707887756
261,fergus falls,46.283,-96.0776,0.28,93,100,2.57,US,1707887511
262,toamasina,-18.1667,49.3833,27.0,89,75,5.66,MG,1707887761
263,monte argentario,42.4345,11.1195,7.88,71,23,3.6,IT,1707887761
264,champerico,14.3,-91.9167,26.4,75,22,1.4,GT,1707887763
265,nambucca heads,-30.65,153.0,28.0,66,2,5.82,AU,1707887763
266,lubang,13.8584,120.124,27.16,78,29,9.75,PH,1707887764
267,pocito,-31.6833,-68.5833,25.4,50,25,4.22,AR,1707887765
268,fereydun kenar,36.6864,52.5225,15.53,52,100,1.53,IR,1707887766
269,akjoujt,19.6969,-14.4164,22.88,32,15,4.1,MR,1707887767
270,verkhnyaya salda,58.0456,60.5533,-26.65,91,98,4.65,RU,1707887768
271,bonito,-21.1211,-56.4819,23.65,83,98,1.73,BR,1707887769
272,cidreira,-30.1811,-50.2056,21.34,73,100,5.0,BR,1707887770
273,metlili chaamba,32.2667,3.6333,13.52,54,0,0.0,DZ,1707887771
274,qaqortoq,60.7167,-46.0333,-1.09,98,100,3.0,GL,1707887772
275,beauceville,46.2179,-70.7787,-5.19,86,100,2.06,CA,1707887773
276,chimbarongo,-34.7,-71.05,16.49,78,0,0.65,CL,1707887775
277,las vegas,36.175,-115.1372,9.53,58,0,3.6,US,1707887493
278,chengtangcun,35.0771,117.1518,19.15,52,48,3.13,CN,1707887777
279,azogues,-2.7333,-78.8333,12.53,98,100,1.96,EC,1707887778
280,taro,-8.3862,115.28,26.03,79,69,0.89,ID,1707887779
281,qingdao,36.0986,120.3719,9.86,71,12,2.28,CN,1707887761
282,kozhevnikovo,56.2589,83.9714,-7.08,93,100,7.55,RU,1707887781
283,tarauaca,-8.1614,-70.7656,21.88,99,100,0.35,BR,1707887782
